RowId,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,AVERAGE_RAIN,Hour,DayOfWeek,Month,Is_Weekend,Is_Rush_Hour
4372,Medium,41.1,27.6,84.3,LIGHT,24.0,1016.0,94.0,4.0,nuvens quebradas,sem chuva,18,5,8,1,1
4373,Low,42.5,4.4,62.5,DARK,13.0,1020.0,100.0,1.0,nuvens quebradas,sem chuva,1,3,5,0,0
4374,Medium,37.1,45.0,89.6,LIGHT,20.0,1011.0,72.0,5.0,nuvens dispersas,sem chuva,15,3,10,0,0
4375,Low,31.1,15.5,94.6,LIGHT,16.0,1022.0,77.0,7.0,nuvens quebradas,sem chuva,13,6,3,1,0
4376,None_Existent,41.8,0.0,88.0,DARK,5.0,1028.0,87.0,1.0,céu claro,sem chuva,3,0,2,0,0
4377,None_Existent,43.3,0.0,86.6,DARK,19.0,1017.0,93.0,3.0,tempo nublado,sem chuva,0,1,8,0,0
4378,None_Existent,47.2,1.7,73.2,LOW_LIGHT,18.0,1013.0,100.0,3.0,sem observação,sem chuva,6,3,7,0,0
4379,Very_High,41.2,73.7,71.8,LIGHT,20.0,1016.0,77.0,6.0,sem observação,sem chuva,17,1,5,0,1
4380,None_Existent,44.9,3.3,79.0,DARK,15.0,1018.0,93.0,1.0,sem observação,sem chuva,3,5,9,1,0
4381,High,39.6,42.4,87.8,LIGHT,16.0,1016.0,93.0,1.0,sem observação,sem chuva,9,1,10,0,1
4382,Medium,36.4,18.9,69.8,LIGHT,11.0,1018.0,87.0,2.0,nuvens quebrados,sem chuva,13,2,1,0,0
4383,None_Existent,45.5,1.5,71.3,LIGHT,13.0,1021.0,100.0,1.0,sem observação,sem chuva,8,5,9,1,1
4384,Medium,37.0,27.0,90.6,LIGHT,18.0,1016.0,88.0,1.0,sem observação,sem chuva,10,3,9,0,0
4385,Very_High,43.9,135.9,81.2,LIGHT,15.0,1013.0,100.0,2.0,nublado,sem chuva,8,4,9,0,1
4386,None_Existent,47.0,2.3,71.8,DARK,13.0,1011.0,87.0,6.0,nuvens dispersas,sem chuva,22,6,11,1,0
4387,None_Existent,43.2,0.0,81.6,DARK,18.0,1013.0,93.0,1.0,céu claro,sem chuva,3,4,9,0,0
4388,Low,37.6,14.4,89.5,DARK,16.0,1020.0,82.0,3.0,céu claro,sem chuva,21,4,8,0,0
4389,Low,40.9,10.4,90.3,DARK,17.0,1019.0,93.0,0.0,sem observação,sem chuva,19,5,9,1,1
4390,High,40.5,60.6,76.5,DARK,14.0,1023.0,100.0,2.0,sem observação,sem chuva,19,0,12,0,1
4391,High,47.3,11.3,77.4,DARK,12.0,1003.0,100.0,3.0,sem observação,chuva moderada,18,6,11,1,1
4392,Very_High,44.3,71.3,75.7,DARK,13.0,1013.0,82.0,4.0,nuvens quebrados,sem chuva,17,4,11,0,1
4393,None_Existent,38.2,2.1,69.2,DARK,9.0,1016.0,100.0,0.0,céu pouco nublado,sem chuva,6,1,4,0,0
4394,None_Existent,43.0,0.0,87.8,DARK,17.0,1017.0,100.0,5.0,sem observação,sem chuva,0,4,7,0,0
4395,Medium,34.6,13.5,75.8,LIGHT,27.0,1015.0,30.0,3.0,sem observação,sem chuva,13,1,5,0,0
4396,Low,46.0,5.5,78.2,LIGHT,13.0,1008.0,93.0,4.0,sem observação,chuva moderada,16,6,11,1,0
4397,Low,47.8,2.4,79.1,DARK,17.0,1016.0,100.0,1.0,céu pouco nublado,sem chuva,1,1,7,0,0
4398,None_Existent,42.0,0.0,76.0,DARK,9.0,1022.0,100.0,3.0,nuvens quebrados,sem chuva,4,1,1,0,0
4399,Low,49.5,1.1,63.6,DARK,16.0,1016.0,93.0,0.0,nuvens quebradas,sem chuva,2,3,6,0,0
4400,High,40.0,97.2,88.3,LIGHT,24.0,1013.0,78.0,2.0,sem observação,sem chuva,17,1,7,0,1
4401,None_Existent,42.9,0.0,88.3,DARK,21.0,1012.0,69.0,0.0,céu claro,sem chuva,2,6,9,1,0
4402,Very_High,45.6,88.6,61.7,LIGHT,17.0,1017.0,93.0,1.0,nuvens quebradas,sem chuva,8,3,6,0,1
4403,High,36.5,64.5,76.4,LIGHT,18.0,1015.0,68.0,4.0,céu pouco nublado,sem chuva,16,1,6,0,0
4404,None_Existent,45.1,1.0,84.5,DARK,15.0,1017.0,93.0,3.0,céu claro,sem chuva,4,4,8,0,0
4405,High,37.4,73.1,85.5,LIGHT,25.0,1016.0,47.0,5.0,céu claro,sem chuva,16,5,10,1,0
4406,High,41.4,28.8,82.0,LIGHT,13.0,1012.0,82.0,7.0,nuvens dispersas,sem chuva,10,5,11,1,0
4407,High,41.3,39.2,87.9,DARK,13.0,1027.0,87.0,2.0,nuvens dispersas,sem chuva,19,4,3,0,1
4408,High,40.0,35.4,83.3,LIGHT,17.0,1013.0,77.0,2.0,algumas nuvens,sem chuva,16,4,10,0,0
4409,Low,40.1,5.2,91.2,DARK,18.0,1018.0,72.0,4.0,sem observação,sem chuva,6,3,9,0,0
4410,High,40.9,69.1,95.9,LIGHT,8.0,1030.0,54.0,4.0,céu claro,sem chuva,10,1,2,0,0
4411,Medium,36.9,32.9,92.3,LIGHT,23.0,1015.0,69.0,2.0,algumas nuvens,sem chuva,18,2,8,0,1
4412,None_Existent,39.3,7.7,90.9,DARK,4.0,1021.0,87.0,3.0,céu claro,sem chuva,1,2,2,0,0
4413,High,36.3,36.9,65.9,LIGHT,21.0,1018.0,93.0,3.0,nublado,sem chuva,14,0,6,0,0
4414,Medium,43.8,16.4,86.5,LIGHT,19.0,1018.0,77.0,4.0,céu claro,sem chuva,19,5,8,1,1
4415,Low,40.0,18.9,88.8,LIGHT,15.0,1015.0,82.0,6.0,nuvens dispersas,sem chuva,13,6,10,1,0
4416,None_Existent,41.6,0.0,74.3,DARK,11.0,1014.0,100.0,2.0,sem observação,chuva fraca,5,2,5,0,0
4417,High,33.9,35.5,86.3,LIGHT,18.0,1019.0,93.0,5.0,sem observação,sem chuva,11,2,8,0,0
4418,Medium,37.9,32.8,83.2,LIGHT,29.0,1019.0,64.0,4.0,sem observação,sem chuva,14,2,9,0,0
4419,None_Existent,42.0,0.0,76.1,DARK,11.0,1014.0,93.0,5.0,nuvens dispersas,sem chuva,3,5,11,1,0
4420,Very_High,44.9,84.3,82.0,LIGHT,11.0,1012.0,93.0,1.0,algumas nuvens,sem chuva,8,2,11,0,1
4421,High,41.1,37.5,81.7,LIGHT,20.5,1016.0,72.5,2.0,nuvens quebrados,sem chuva,10,4,7,0,0
4422,Low,42.0,17.6,90.6,LIGHT,18.0,1016.0,52.0,2.0,céu claro,sem chuva,12,4,10,0,0
4423,High,33.7,52.2,65.2,LIGHT,17.0,1016.0,82.0,3.0,nuvens quebradas,sem chuva,10,2,6,0,0
4424,Medium,40.7,27.5,85.2,DARK,16.0,1011.0,93.0,5.0,nuvens quebrados,sem chuva,17,5,11,1,1
4425,None_Existent,42.8,5.0,86.2,DARK,10.0,1006.0,93.0,1.0,sem observação,chuva,0,2,10,0,0
4426,Medium,37.9,25.2,96.4,LIGHT,12.0,1029.0,50.0,2.0,céu claro,sem chuva,15,6,2,1,0
4427,Medium,36.2,34.2,71.6,LIGHT,14.0,1023.0,100.0,5.0,sem observação,sem chuva,16,0,12,0,0
4428,Very_High,46.5,97.2,63.2,LIGHT,12.0,1017.0,87.0,1.0,sem observação,sem chuva,7,2,5,0,1
4429,None_Existent,42.8,0.0,86.2,DARK,16.0,1022.0,93.0,0.0,céu claro,sem chuva,1,0,9,0,0
4430,Low,42.2,11.7,84.3,DARK,14.0,1021.0,93.0,3.0,sem observação,sem chuva,19,3,11,0,1
4431,Very_High,41.8,121.4,75.5,LIGHT,24.0,1022.0,34.0,5.0,sem observação,sem chuva,9,3,5,0,1
4432,None_Existent,40.4,0.0,86.0,DARK,14.0,1005.0,55.0,5.0,céu claro,sem chuva,1,2,10,0,0
4433,Medium,41.8,16.2,88.6,LIGHT,14.0,1017.0,100.0,2.0,sem observação,sem chuva,8,1,8,0,1
4434,Medium,33.6,25.3,92.7,LIGHT,11.0,1021.0,57.0,6.0,algumas nuvens,sem chuva,13,5,2,1,0
4435,Low,39.7,7.9,93.1,DARK,18.0,1013.0,100.0,4.0,sem observação,chuva fraca,4,4,8,0,0
4436,None_Existent,34.4,4.6,94.0,DARK,10.0,1026.0,100.0,1.0,nuvens quebradas,sem chuva,23,5,3,1,0
4437,Medium,33.9,24.1,93.4,LIGHT,22.0,1016.0,60.0,4.0,céu claro,sem chuva,13,2,8,0,0
4438,Low,33.2,13.2,81.4,LIGHT,16.0,1001.0,63.0,4.0,sem observação,chuva fraca,11,6,11,1,0
4439,None_Existent,43.0,2.5,80.0,DARK,16.0,1015.0,100.0,1.0,sem observação,sem chuva,5,1,9,0,0
4440,Medium,35.9,32.9,99.4,LIGHT,17.0,1026.0,42.0,2.0,céu claro,sem chuva,17,2,2,0,1
4441,High,39.5,124.8,72.1,LIGHT,13.0,1017.0,71.0,6.0,nuvens dispersas,sem chuva,9,4,5,0,1
4442,Low,47.2,9.4,76.1,DARK,17.0,1020.0,93.0,3.0,sem observação,sem chuva,23,3,8,0,0
4443,None_Existent,45.5,0.0,65.2,DARK,11.0,1013.0,87.0,3.0,sem observação,sem chuva,2,3,6,0,0
4444,Medium,37.1,29.5,90.1,LIGHT,20.0,1011.0,68.0,5.0,nuvens dispersas,sem chuva,14,3,10,0,0
4445,High,42.8,45.1,77.5,LIGHT,16.0,1024.0,42.0,8.0,céu claro,sem chuva,9,1,10,0,1
4446,Medium,39.2,12.9,90.1,LIGHT,16.0,1018.0,88.0,2.0,nuvens dispersas,sem chuva,10,6,8,1,0
4447,High,40.7,34.3,87.5,DARK,15.0,1007.0,82.0,12.0,nuvens quebrados,sem chuva,17,1,11,0,1
4448,Medium,37.7,48.7,91.3,LIGHT,33.0,1017.0,24.0,5.0,céu claro,sem chuva,12,0,8,0,0
4449,Medium,40.0,16.9,87.9,DARK,20.0,1020.0,49.0,1.0,céu claro,sem chuva,19,1,10,0,1
4450,None_Existent,38.1,2.3,64.2,DARK,13.0,1020.0,93.0,4.0,sem observação,sem chuva,2,4,5,0,0
4451,Low,39.4,5.6,85.3,DARK,12.0,1026.0,100.0,0.0,nuvens dispersas,sem chuva,21,4,11,0,0
4452,None_Existent,40.0,0.0,76.3,DARK,17.0,1015.0,100.0,3.0,sem observação,sem chuva,5,0,7,0,0
4453,None_Existent,40.9,2.2,81.2,DARK,18.0,1020.0,88.0,1.0,nuvens quebradas,sem chuva,20,6,9,1,0
4454,Very_High,46.5,150.3,73.0,LIGHT,12.0,1022.0,100.0,2.0,céu pouco nublado,sem chuva,8,4,9,0,1
4455,Medium,39.8,65.5,89.6,LIGHT,20.0,1016.0,82.0,3.0,algumas nuvens,sem chuva,12,2,8,0,0
4456,High,40.0,27.1,87.4,LIGHT,14.0,1020.0,87.0,0.0,céu claro,sem chuva,7,1,9,0,1
4457,None_Existent,40.0,0.0,68.3,DARK,16.0,1016.0,100.0,0.0,nuvens quebradas,sem chuva,3,3,6,0,0
4458,Medium,35.2,29.1,80.9,LIGHT,22.0,1014.0,60.0,3.0,céu claro,sem chuva,15,3,11,0,0
4459,Medium,40.0,10.1,81.7,DARK,17.0,1016.0,100.0,2.0,nuvens quebradas,sem chuva,2,2,7,0,0
4460,Medium,38.4,18.2,85.5,LIGHT,19.0,1021.0,82.0,5.0,sem observação,sem chuva,19,5,8,1,1
4461,None_Existent,47.0,0.0,83.0,DARK,4.0,1029.0,93.0,1.0,céu claro,sem chuva,4,0,2,0,0
4462,None_Existent,37.7,0.0,90.7,DARK,8.0,1029.0,100.0,1.0,algumas nuvens,sem chuva,21,1,2,0,0
4463,Medium,38.9,27.8,88.4,LIGHT,14.0,1009.0,93.0,4.0,tempo nublado,sem chuva,15,5,1,1,0
4464,None_Existent,43.8,7.3,86.3,DARK,19.0,1018.0,93.0,1.0,nuvens quebrados,sem chuva,3,1,7,0,0
4465,High,42.4,28.4,69.9,LIGHT,12.0,1022.0,100.0,2.0,sem observação,sem chuva,10,1,12,0,0
4466,Low,36.6,9.4,67.8,LIGHT,26.0,1019.0,24.0,5.0,sem observação,sem chuva,12,0,5,0,0
4467,None_Existent,42.8,3.2,85.7,DARK,15.0,1022.0,100.0,1.0,sem observação,sem chuva,5,0,9,0,0
4468,High,41.4,130.7,77.4,DARK,15.0,1030.0,93.0,2.0,céu claro,sem chuva,17,6,12,1,1
4469,Medium,41.9,8.5,65.3,LOW_LIGHT,11.0,1016.0,82.0,4.0,céu claro,sem chuva,7,4,11,0,1
4470,Medium,42.8,26.3,83.8,LOW_LIGHT,18.0,1008.0,72.0,2.0,nuvens dispersas,sem chuva,19,6,4,1,1
4471,None_Existent,42.1,0.0,75.9,DARK,10.0,985.0,100.0,0.0,nuvens quebrados,sem chuva,6,0,11,0,0
4472,Low,36.8,16.4,92.9,LIGHT,22.0,1016.0,78.0,5.0,algumas nuvens,sem chuva,13,3,7,0,0
4473,None_Existent,34.7,3.6,84.4,DARK,9.0,1027.0,87.0,2.0,algumas nuvens,sem chuva,1,4,2,0,0
4474,None_Existent,39.6,1.8,71.0,DARK,11.0,1013.0,81.0,7.0,nuvens dispersas,sem chuva,2,6,1,1,0
4475,None_Existent,37.4,0.0,93.0,DARK,8.0,1020.0,81.0,3.0,céu claro,sem chuva,5,6,2,1,0
4476,Low,51.1,1.3,79.3,DARK,12.0,1020.0,93.0,2.0,sem observação,chuva fraca,2,0,3,0,0
4477,High,39.8,34.2,91.5,LIGHT,28.0,1014.0,61.0,2.0,céu claro,sem chuva,11,3,8,0,0
4478,Low,43.9,13.3,78.6,LIGHT,16.0,1023.0,59.0,3.0,céu claro,sem chuva,13,1,11,0,0
4479,Medium,38.4,28.7,84.5,LIGHT,27.0,1015.0,44.0,5.0,céu claro,sem chuva,18,5,8,1,1
4480,None_Existent,42.4,0.0,76.2,DARK,16.0,1020.0,55.0,0.0,céu claro,sem chuva,22,2,10,0,0
4481,None_Existent,40.2,4.9,67.8,DARK,17.0,1021.0,100.0,2.0,nuvens dispersas,sem chuva,23,6,6,1,0
4482,None_Existent,47.0,0.0,75.2,DARK,15.0,1021.0,100.0,1.0,nuvens quebradas,sem chuva,0,3,9,0,0
4483,Very_High,48.1,84.4,60.4,LIGHT,10.0,1014.0,93.0,1.0,céu pouco nublado,sem chuva,7,4,6,0,1
4484,Medium,35.8,27.9,98.9,DARK,11.0,1026.0,76.0,3.0,algumas nuvens,sem chuva,19,6,2,1,1
4485,None_Existent,41.4,0.0,86.4,DARK,4.0,1030.0,93.0,1.0,céu claro,sem chuva,22,6,2,1,0
4486,None_Existent,38.6,4.6,84.5,DARK,17.0,1016.0,40.0,4.0,sem observação,sem chuva,2,6,9,1,0
4487,None_Existent,45.8,0.0,82.8,DARK,14.0,1018.0,93.0,1.0,nuvens dispersas,sem chuva,3,6,7,1,0
4488,None_Existent,38.9,2.5,77.1,DARK,15.0,1013.0,77.0,3.0,céu claro,sem chuva,23,4,11,0,0
4489,Low,34.4,23.8,103.9,LIGHT,14.0,1013.0,77.0,10.0,céu pouco nublado,sem chuva,11,1,3,0,0
4490,Medium,34.1,26.0,79.5,LIGHT,18.0,1025.0,37.0,5.0,sem observação,sem chuva,14,0,12,0,0
4491,Medium,36.0,12.5,86.5,LIGHT,15.0,1031.0,82.0,2.0,céu claro,sem chuva,13,6,12,1,0
4492,None_Existent,46.3,0.0,77.9,DARK,15.0,1021.0,82.0,2.0,céu claro,sem chuva,21,0,10,0,0
4493,None_Existent,40.0,0.0,77.2,DARK,18.0,1018.0,53.0,4.0,sem observação,sem chuva,4,4,5,0,0
4494,Low,35.3,13.8,87.9,DARK,7.0,1010.0,81.0,3.0,céu claro,sem chuva,23,5,10,1,0
4495,Medium,43.6,14.0,70.1,LIGHT,13.0,1011.0,76.0,8.0,sem observação,chuva moderada,13,3,11,0,0
4496,High,43.5,29.9,86.0,LIGHT,25.0,1012.0,44.0,5.0,algumas nuvens,sem chuva,16,4,9,0,0
4497,Low,32.9,18.5,75.3,DARK,14.0,1023.0,93.0,2.0,nuvens quebrados,sem chuva,20,0,12,0,0
4498,Medium,37.8,31.6,84.5,LIGHT,20.0,1016.0,73.0,2.0,nuvens dispersas,sem chuva,16,5,9,1,0
4499,Medium,39.9,7.1,64.6,LIGHT,11.0,1015.0,100.0,6.0,sem observação,chuva fraca,6,2,6,0,0
4500,None_Existent,39.3,2.7,70.9,DARK,11.0,1022.0,76.0,4.0,tempo nublado,sem chuva,3,2,11,0,0
4501,Medium,37.8,22.5,79.5,LIGHT,27.0,1015.0,20.0,5.0,sem observação,sem chuva,12,1,5,0,0
4502,None_Existent,41.7,0.0,87.3,DARK,17.0,1016.0,93.0,3.0,céu claro,sem chuva,2,2,8,0,0
4503,Medium,31.7,35.1,99.1,LIGHT,15.0,1030.0,82.0,4.0,algumas nuvens,sem chuva,16,3,2,0,0
4504,Medium,41.7,30.5,87.8,LIGHT,20.0,1021.0,64.0,6.0,céu claro,sem chuva,18,4,8,0,1
4505,None_Existent,43.2,0.0,90.0,DARK,21.0,1016.0,35.0,3.0,céu claro,sem chuva,6,6,8,1,0
4506,None_Existent,47.3,0.0,71.3,DARK,13.0,1010.0,82.0,1.0,céu limpo,sem chuva,2,0,4,0,0
4507,Medium,42.2,8.8,65.8,LIGHT,16.0,1014.0,26.0,4.0,sem observação,sem chuva,6,1,5,0,0
4508,Medium,34.8,60.6,87.6,DARK,16.0,1014.0,100.0,1.0,nuvens dispersas,sem chuva,0,0,6,0,0
4509,None_Existent,38.3,4.0,64.2,DARK,19.0,1020.0,63.0,1.0,sem observação,sem chuva,1,0,5,0,0
4510,Low,51.2,15.2,74.9,DARK,19.0,1017.0,82.0,3.0,sem observação,sem chuva,0,2,8,0,0
4511,High,37.8,48.9,65.3,LIGHT,22.0,1018.0,68.0,2.0,sem observação,sem chuva,15,4,6,0,0
4512,High,40.0,56.8,87.4,LIGHT,25.0,1024.0,38.0,3.0,céu claro,sem chuva,17,1,10,0,1
4513,High,39.2,139.1,73.2,LIGHT,19.0,1020.0,67.0,7.0,sem observação,sem chuva,15,0,6,0,0
4514,Low,40.7,21.2,77.2,DARK,17.0,1021.0,88.0,3.0,sem observação,sem chuva,23,5,8,1,0
4515,Medium,36.3,21.6,78.6,DARK,17.0,1020.0,82.0,4.0,sem observação,sem chuva,21,5,5,1,0
4516,None_Existent,51.0,2.1,69.7,DARK,10.0,1012.0,87.0,6.0,sem observação,sem chuva,22,3,11,0,0
4517,Medium,37.3,24.7,88.2,DARK,13.0,1019.0,82.0,2.0,algumas nuvens,sem chuva,17,0,11,0,1
4518,Medium,39.6,37.4,88.3,LIGHT,16.0,1017.0,100.0,1.0,sem observação,sem chuva,10,0,9,0,0
4519,Medium,38.4,21.9,87.1,DARK,11.0,1024.0,76.0,2.0,algumas nuvens,sem chuva,20,4,2,0,0
4520,None_Existent,43.7,2.4,77.8,LIGHT,18.0,1015.0,100.0,3.0,nublado,sem chuva,8,5,7,1,1
4521,None_Existent,48.0,0.0,70.4,DARK,4.0,1020.0,93.0,2.0,céu claro,sem chuva,4,5,1,1,0
4522,High,40.7,83.6,83.1,LIGHT,22.0,1014.0,100.0,5.0,sem observação,sem chuva,18,4,7,0,1
4523,None_Existent,38.7,0.0,71.3,DARK,10.0,1016.0,100.0,0.0,céu pouco nublado,sem chuva,5,1,4,0,0
4524,Low,40.5,3.8,60.5,DARK,12.0,1016.0,87.0,2.0,nuvens dispersas,sem chuva,0,1,5,0,0
4525,Low,38.8,9.7,87.9,LIGHT,15.0,1029.0,42.0,3.0,céu claro,sem chuva,14,1,2,0,0
4526,None_Existent,44.0,1.3,85.5,DARK,12.0,1019.0,93.0,0.0,céu claro,sem chuva,4,3,8,0,0
4527,None_Existent,42.3,0.0,75.4,DARK,7.0,1019.0,87.0,0.0,nuvens quebrados,sem chuva,23,4,1,0,0
4528,Low,42.7,12.1,81.4,DARK,21.0,1018.0,77.0,1.0,sem observação,sem chuva,22,4,9,0,0
4529,High,40.4,96.9,77.9,DARK,13.0,1003.0,82.0,1.0,sem observação,chuva moderada,18,1,11,0,1
4530,Medium,34.7,36.6,83.4,LIGHT,13.0,1024.0,62.0,3.0,algumas nuvens,sem chuva,16,0,1,0,0
4531,Medium,37.0,24.2,90.6,LIGHT,22.0,1022.0,22.0,6.0,céu claro,sem chuva,10,2,10,0,0
4532,Medium,36.0,52.1,68.3,LIGHT,6.0,1022.0,87.0,3.0,céu claro,sem chuva,10,3,1,0,0
4533,None_Existent,44.2,3.5,88.3,DARK,16.0,1021.0,38.0,3.0,céu claro,sem chuva,0,2,10,0,0
4534,None_Existent,47.0,0.0,81.7,DARK,7.0,1011.0,75.0,7.0,sem observação,chuva moderada,3,5,2,1,0
4535,Medium,36.8,47.7,91.5,LIGHT,22.0,1019.0,88.0,3.0,nuvens quebrados,sem chuva,16,0,7,0,0
4536,Medium,40.4,44.8,89.8,LIGHT,20.0,1022.0,32.0,7.0,céu claro,sem chuva,10,1,10,0,0
4537,None_Existent,40.4,0.0,66.8,DARK,14.0,1014.0,100.0,1.0,sem observação,sem chuva,5,2,5,0,0
4538,Medium,47.8,5.6,72.6,DARK,13.0,1022.0,100.0,1.0,sem observação,sem chuva,7,1,12,0,1
4539,None_Existent,42.3,1.7,84.3,DARK,11.0,1001.0,93.0,4.0,nuvens quebrados,sem chuva,4,0,11,0,0
4540,Medium,38.9,22.9,85.8,LIGHT,19.0,1022.0,88.0,2.0,nuvens quebradas,sem chuva,13,2,9,0,0
4541,None_Existent,37.7,0.0,64.8,DARK,12.0,1021.0,93.0,1.0,sem observação,sem chuva,1,6,6,1,0
4542,None_Existent,43.1,0.0,91.2,DARK,14.0,1022.0,100.0,1.0,sem observação,sem chuva,1,4,9,0,0
4543,High,36.9,52.3,90.5,LIGHT,22.0,1016.0,73.0,3.0,nuvens quebrados,sem chuva,17,0,8,0,1
4544,None_Existent,45.3,0.0,84.6,DARK,18.0,1016.0,93.0,4.0,tempo nublado,sem chuva,2,1,8,0,0
4545,Medium,31.5,24.4,95.8,LIGHT,13.0,1029.0,50.0,1.0,céu claro,sem chuva,14,0,2,0,0
4546,None_Existent,44.8,0.0,84.4,DARK,17.0,1016.0,100.0,2.0,sem observação,sem chuva,2,3,8,0,0
4547,Very_High,46.8,62.5,80.1,LIGHT,4.0,1029.0,70.0,5.0,céu claro,sem chuva,8,2,2,0,1
4548,High,42.6,63.0,79.3,LIGHT,13.0,1003.0,93.0,1.0,nuvens quebrados,sem chuva,10,0,11,0,0
4549,Low,45.9,7.7,72.7,DARK,16.0,1019.0,87.0,7.0,céu pouco nublado,sem chuva,20,0,9,0,0
4550,Medium,38.8,33.9,84.2,LIGHT,22.0,1018.0,77.0,3.0,nuvens quebradas,sem chuva,12,0,9,0,0
4551,None_Existent,39.2,0.0,90.9,DARK,8.0,1026.0,93.0,2.0,tempo nublado,sem chuva,4,3,2,0,0
4552,Very_High,41.2,174.8,76.3,LIGHT,15.0,1013.0,63.0,3.0,sem observação,sem chuva,10,3,6,0,0
4553,None_Existent,41.3,0.0,75.2,DARK,15.0,1018.0,71.0,2.0,céu limpo,sem chuva,5,5,4,1,0
4554,High,36.6,67.7,87.7,LIGHT,17.0,1014.0,93.0,8.0,nublado,sem chuva,17,1,5,0,1
4555,Medium,44.0,16.5,78.9,DARK,18.0,1017.0,88.0,2.0,sem observação,sem chuva,1,3,8,0,0
4556,Medium,52.5,3.1,61.2,DARK,11.0,1016.0,82.0,2.0,nuvens quebradas,sem chuva,2,1,5,0,0
4557,None_Existent,39.9,0.0,68.7,DARK,17.0,1015.0,88.0,1.0,nuvens quebradas,sem chuva,23,0,6,0,0
4558,Very_High,46.1,74.5,79.4,LIGHT,14.0,1021.0,53.0,5.0,céu claro,sem chuva,7,2,10,0,1
4559,High,36.8,52.0,92.2,LIGHT,22.0,1022.0,73.0,4.0,céu claro,sem chuva,16,5,9,1,0
4560,None_Existent,47.7,2.1,75.2,DARK,15.0,1017.0,100.0,1.0,sem observação,sem chuva,2,6,9,1,0
4561,Low,51.1,1.3,69.5,DARK,10.0,1022.0,93.0,2.0,sem observação,aguaceiros fracos,2,4,4,0,0
4562,None_Existent,45.3,1.5,77.4,DARK,14.0,1021.0,100.0,1.0,nuvens dispersas,sem chuva,3,5,9,1,0
4563,High,34.3,119.9,72.8,LIGHT,19.0,1017.0,82.0,4.0,nuvens dispersas,sem chuva,15,3,6,0,0
4564,Medium,38.9,13.9,90.9,DARK,15.0,1027.0,71.0,1.0,céu claro,sem chuva,20,0,2,0,0
4565,High,32.8,61.8,99.1,LIGHT,22.0,1026.0,30.0,7.0,céu claro,sem chuva,17,4,2,0,1
4566,High,37.0,37.5,93.0,LOW_LIGHT,13.0,1029.0,87.0,4.0,algumas nuvens,sem chuva,18,3,2,0,1
4567,None_Existent,43.8,0.0,86.3,LOW_LIGHT,17.0,1013.0,93.0,0.0,céu claro,sem chuva,6,3,8,0,0
4568,Medium,34.5,23.4,80.4,LIGHT,20.0,1015.0,88.0,3.0,céu pouco nublado,sem chuva,11,2,5,0,0
4569,Medium,42.1,23.2,89.5,LIGHT,33.0,1016.0,51.0,3.0,céu claro,sem chuva,16,4,8,0,0
4570,Very_High,40.4,129.1,78.1,LIGHT,20.0,1022.0,43.0,5.0,sem observação,sem chuva,9,2,5,0,1
4571,Medium,37.1,40.3,89.6,LIGHT,19.0,1015.0,73.0,3.0,algumas nuvens,sem chuva,14,3,9,0,0
4572,None_Existent,39.8,0.0,89.6,DARK,16.0,1018.0,87.0,0.0,céu claro,sem chuva,23,1,7,0,0
4573,Medium,43.1,29.5,84.7,DARK,10.0,1022.0,76.0,4.0,céu claro,sem chuva,19,3,1,0,1
4574,Low,44.0,5.5,79.6,DARK,16.0,1018.0,100.0,3.0,nuvens quebradas,sem chuva,3,2,8,0,0
4575,None_Existent,42.5,0.0,89.1,DARK,14.0,1020.0,93.0,2.0,céu claro,sem chuva,1,3,8,0,0
4576,Low,38.8,15.8,88.8,LIGHT,28.0,1015.0,65.0,2.0,céu claro,sem chuva,15,6,8,1,0
4577,None_Existent,39.2,5.6,79.9,DARK,16.0,1005.0,59.0,3.0,céu claro,sem chuva,20,5,11,1,0
4578,High,40.2,107.4,90.8,LIGHT,22.0,1017.0,64.0,8.0,sem observação,sem chuva,17,0,8,0,1
4579,None_Existent,39.3,0.0,78.5,LIGHT,16.0,1021.0,82.0,3.0,sem observação,sem chuva,9,0,6,0,1
4580,None_Existent,41.6,0.0,75.9,DARK,14.0,1011.0,100.0,4.0,nuvens quebradas,sem chuva,5,2,5,0,0
4581,Medium,34.4,39.4,74.6,LIGHT,19.0,1020.0,88.0,2.0,nuvens quebradas,sem chuva,10,0,7,0,0
4582,Medium,48.5,9.2,84.9,DARK,14.0,1002.0,93.0,12.0,sem observação,chuva moderada,22,5,10,1,0
4583,None_Existent,36.1,0.0,87.8,DARK,9.0,1010.0,100.0,2.0,céu claro,sem chuva,22,2,10,0,0
4584,Medium,33.2,34.9,88.1,LIGHT,20.0,1007.0,60.0,4.0,céu claro,sem chuva,15,5,11,1,0
4585,Medium,36.8,45.1,83.5,LIGHT,26.0,1015.0,65.0,4.0,sem observação,sem chuva,15,6,9,1,0
4586,Medium,35.9,19.9,90.6,LIGHT,24.0,1016.0,64.0,7.0,nuvens quebradas,sem chuva,14,5,7,1,0
4587,High,50.7,8.2,67.0,DARK,12.0,1000.0,93.0,3.0,sem observação,chuva fraca,7,1,11,0,1
